text,year,month,day,hour,minute,second,week_name,week_num,num_of_day,num_of_week
    仙台  10:55 快晴 13人ほど。,2016,6,11,10,55,28,Sat,6,163,23
    仙台 店、12人1750,2016,6,9,17,49,26,Thu,4,161,23
    仙台 店 14:16空席有りで直ぐ入店できます。,2016,6,9,14,16,33,Thu,4,161,23
"ラーメン二郎  仙台 店 只今の並びは11人！並び少ないです！今日はチャンスです！       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/259T1b0h9l"">pic.twitter.com/259T1b0h9l",2016,6,9,12,21,29,Thu,4,161,23
"ラーメン二郎  仙台 店 只今の並びは約20人12:28       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mDRQ1plKRl"">pic.twitter.com/mDRQ1plKRl",2016,6,8,12,28,55,Wed,3,160,23
   ラーメン二郎  仙台 店10人待ち 15:10,2016,6,5,15,10,33,Sun,0,157,23
    仙台 店開店前 10:20  4人待ち,2016,6,5,10,20,57,Sun,0,157,23
    ラーメン二郎 仙台 店17:45 目測20ちょっとの並び,2016,6,4,17,48,6,Sat,6,156,22
    仙台 店、並び13人,2016,6,2,18,27,28,Thu,4,154,22
"ラーメン二郎  仙台 店 開店15分前 只今の並びは12人！今のところ並び人数は少なめです。11:15       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/8QEWQjD43C"">pic.twitter.com/8QEWQjD43C",2016,6,2,11,15,32,Thu,4,154,22
"ラーメン二郎  仙台 店 只今の並びは25人！12:11      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/2VnssPzzSb"">pic.twitter.com/2VnssPzzSb",2016,6,1,12,11,59,Wed,3,153,22
"仙台 店 12:00 約20人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qsOZu1toBP"">pic.twitter.com/qsOZu1toBP",2016,6,1,12,1,17,Wed,3,153,22
"ラーメン二郎  仙台 店 開店14分前 只今の並びは8人！まだファーストロットに入れます！11: 16      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/0KNN14U1Zg"">pic.twitter.com/0KNN14U1Zg",2016,5,31,11,16,54,Tue,2,152,22
"ラーメン二郎  仙台 店！只今の並びは9人！この時間！並びはメッチャ少ないです！ 仙台 店チャンスです！皆様のご来店をお待ちしております！17:03       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/lFBbxRviLD"">pic.twitter.com/lFBbxRviLD",2016,5,29,17,3,55,Sun,0,150,22
"    仙台 店 11:14  約30人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/iggBKFaUbR"">pic.twitter.com/iggBKFaUbR",2016,5,29,11,14,59,Sun,0,150,22
"    仙台 店 21:00 閉店時間にもかかわらず、30人位待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ouY1DhMYZE"">pic.twitter.com/ouY1DhMYZE",2016,5,28,21,8,31,Sat,6,149,21
"ラーメン二郎  仙台 店！開店20分前 只今の並びは15人！16:40       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/chwVUXH7Oj"">pic.twitter.com/chwVUXH7Oj",2016,5,28,16,40,42,Sat,6,149,21
"ラーメン二郎  仙台 店 開店16分前、只今の並びは13人！11:14       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qzMRxIKjrX"">pic.twitter.com/qzMRxIKjrX",2016,5,27,11,14,16,Fri,5,148,21
"   ラーメン二郎  仙台 店 17時57分現在並び無しです。 大ラーメン ヤサイニンニクアブラ 満腹。 ごっそさんでした。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/iqZppbzQgV"">pic.twitter.com/iqZppbzQgV",2016,5,25,17,57,42,Wed,3,146,21
"    仙台  17時23分現在16人並びです。 弱い雨がパラついてます。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ypKCMLYQG7"">pic.twitter.com/ypKCMLYQG7",2016,5,25,17,23,51,Wed,3,146,21
"ラーメン二郎  仙台 店 只今の並びは約35人！ 仙台 店の日曜日営業は19時30分までです。今日は並びが多めなので、ご来店予定の方はチョイ早めに来られる事をオススメします。17:26       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/nkvxy8ZD19"">pic.twitter.com/nkvxy8ZD19",2016,5,22,17,26,39,Sun,0,143,21
"    仙台 店 14:50  ６人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ixAQotLVvY"">pic.twitter.com/ixAQotLVvY",2016,5,22,14,50,49,Sun,0,143,21
    仙台 40人目に接続！,2016,5,21,13,29,14,Sat,6,142,20
"    仙台 店 14:05  3人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/jyzAUV1vMo"">pic.twitter.com/jyzAUV1vMo",2016,5,20,14,5,36,Fri,5,141,20
"ラーメン二郎  仙台 店 開店1時間10分前 只今の並びは1人    仙台 店は11時30分開店です！10:20       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/sHehbVfKpE"">pic.twitter.com/sHehbVfKpE",2016,5,19,10,20,48,Thu,4,140,20
"ラーメン二郎  仙台 店 只今の並びは25人！ 仙台 店の日曜日の営業は19時30分までです！間も無く閉店です！皆様！お急ぎ下さい！19:15        <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/SVRJFJ3ltA"">pic.twitter.com/SVRJFJ3ltA",2016,5,15,19,15,56,Sun,0,136,20
"ラーメン二郎  仙台 店 只今の並びは15人！少ない並びです！11:49       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Z8Jh4Eq4jP"">pic.twitter.com/Z8Jh4Eq4jP",2016,5,12,11,49,55,Thu,4,133,19
"    仙台 店 13:30 待ち無し 空席あり  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9aLSCtTbpr"">pic.twitter.com/9aLSCtTbpr",2016,5,10,13,32,39,Tue,2,131,19
"ラーメン二郎  仙台 店 只今の並びは20人！17:23      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/S2JDKBePYE"">pic.twitter.com/S2JDKBePYE",2016,5,8,17,23,53,Sun,0,129,19
    仙台 店 シャッター 2人,2016,5,5,16,19,31,Thu,4,126,18
    仙台 70くらい。豚あり。,2016,5,4,12,38,51,Wed,3,125,18
   雨上がりの 仙台  待ちは信号まで…３０人オーバーです,2016,5,4,11,45,54,Wed,3,125,18
"    仙台 店 10:45  7人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ogksNcC4bn"">pic.twitter.com/ogksNcC4bn",2016,5,4,10,46,29,Wed,3,125,18
    仙台 店に来ました 只今の待ちは２５人前後です,2016,5,3,20,7,1,Tue,2,124,18
"ラーメン二郎  仙台 店 只今の並びは約50人！今日は火曜なので平日営業と同じです。昼の部は14:30までです。夜の部は17:00〜21:00までです。お間違えのないようにお気をつけ下さい。13:05       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/i6WheA0cfN"">pic.twitter.com/i6WheA0cfN",2016,5,3,13,5,37,Tue,2,124,18
"ラーメン二郎  仙台 店 只今の並びは約40人！今日は並びが全く減りません！>_< 14:58         <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Agt5oSRqK5"">pic.twitter.com/Agt5oSRqK5",2016,5,1,14,59,9,Sun,0,122,18
"    仙台 店 13:14 ほぼ若者30人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JAmMUkIiG0"">pic.twitter.com/JAmMUkIiG0",2016,5,1,13,14,20,Sun,0,122,18
"ラーメン二郎  仙台 店 只今の並びは3人！かなり少ない並びです！皆様、是非いらして下さい！13:12      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/EWVqt2uSEp"">pic.twitter.com/EWVqt2uSEp",2016,4,28,13,13,32,Thu,4,119,17
    雨の 仙台 店11:15  5人の並び  僕は店前通過のみで行けず。。。,2016,4,28,11,27,50,Thu,4,119,17
二郎 仙台 店只今の並びは10人 12:34   ,2016,4,27,12,34,27,Wed,3,118,17
    仙台 待ち10くらい？,2016,4,26,17,34,38,Tue,2,117,17
    仙台 \u3000外待ち５０\u30001935 涼しい,2016,4,23,19,36,36,Sat,6,114,16
"    仙台 店 18:27 約36人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/xFgfW1GjeY"">pic.twitter.com/xFgfW1GjeY",2016,4,23,18,27,48,Sat,6,114,16
"ラーメン二郎  仙台 店 只今の並びは25人！13:50       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/EZLxxm5679"">pic.twitter.com/EZLxxm5679",2016,4,16,13,50,55,Sat,6,107,15
"ラーメン二郎  仙台 店 只今の並びは16人！12:23       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tkuUbwuSNW"">pic.twitter.com/tkuUbwuSNW",2016,4,14,12,23,57,Thu,4,105,15
    仙台 店 10:32 待ち３人 PPは4bassさんです。,2016,4,14,10,34,21,Thu,4,105,15
    仙台  待ち20人ぐらい,2016,4,12,17,49,24,Tue,2,103,15
    仙台 店 18:57  19人待ち,2016,4,9,18,57,28,Sat,6,100,14
"ラーメン二郎  仙台 店 只今の並びは約15人！ 仙台 店 昼の部は14時30分までです！間もなく昼の部終了です！14:25      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AnIIIlOZHh"">pic.twitter.com/AnIIIlOZHh",2016,4,9,14,27,50,Sat,6,100,14
    快晴の 仙台 店 12:10 7､8人の並び,2016,4,9,12,15,57,Sat,6,100,14
"ラーメン二郎  仙台 店 只今の並びは7人！11:59       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/1kPOTzVhnN"">pic.twitter.com/1kPOTzVhnN",2016,4,7,12,0,21,Thu,4,98,14
    本日 雨の 仙台 店 5人の並び 開店前11:20,2016,4,7,11,25,1,Thu,4,98,14
    仙台 外待ち15,2016,4,6,18,28,7,Wed,3,97,14
"ラーメン二郎  仙台 店 只今の並びは4人！17:46       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/EZDZ6oDmbq"">pic.twitter.com/EZDZ6oDmbq",2016,4,3,17,46,35,Sun,0,94,14
    仙台 店  待ち6  14:55,2016,4,3,14,57,44,Sun,0,94,14
"    仙台 店 14:44 14人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/UrN9UtWZNo"">pic.twitter.com/UrN9UtWZNo",2016,4,3,14,45,35,Sun,0,94,14
    仙台 、開店1時間前待ち2。,2016,4,2,10,22,44,Sat,6,93,13
    仙台 開店待ち 21人 1130,2016,4,1,11,30,58,Fri,5,92,13
"ラーメン二郎  仙台 店 只今の並びは10人！19:22      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/LQRSnj43vl"">pic.twitter.com/LQRSnj43vl",2016,3,31,19,22,47,Thu,4,91,13
"    <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E4%BA%8C%E9%83%8E%E8%A1%8C%E5%88%97%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC?src=hash"">#二郎行列チェッカー   仙台 店 8人 待ち",2016,3,31,19,19,20,Thu,4,91,13
"ラーメン二郎  仙台 店 只今の並びは9人！どうしようかなぁー、もう一杯食べようかなぁー、昼に食べたばかりだしなぁ、もうちょっと散歩してから考えよう。18:12        <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qx3C2qWiv3"">pic.twitter.com/qx3C2qWiv3",2016,3,31,18,12,44,Thu,4,91,13
"    <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E4%BA%8C%E9%83%8E%E8%A1%8C%E5%88%97%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC?src=hash"">#二郎行列チェッカー   仙台 店 25人 待ち",2016,3,31,12,2,20,Thu,4,91,13
"ラーメン二郎  仙台 店 開店前只今の並びは9人！11:15        <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/if8MFjGuYd"">pic.twitter.com/if8MFjGuYd",2016,3,31,11,15,11,Thu,4,91,13
"ラーメン二郎  仙台 店 只今の並びは20人！12:31      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/WAz06LCSsk"">pic.twitter.com/WAz06LCSsk",2016,3,30,12,31,53,Wed,3,90,13
    仙台  店待ち約30人。,2016,3,30,11,57,2,Wed,3,90,13
   1325 仙台 30弱,2016,3,29,13,24,41,Tue,2,89,13
"ラーメン二郎  仙台 店 只今の並びは9人17:39       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Bk3WU48ZlR"">pic.twitter.com/Bk3WU48ZlR",2016,3,27,17,39,18,Sun,0,87,13
   ラーメン二郎 仙台 店、只今の並び０人,2016,3,27,16,26,40,Sun,0,87,13
"ラーメン二郎  仙台 店 只今の並びは35人！18:39      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/bBG8s7276b"">pic.twitter.com/bBG8s7276b",2016,3,26,18,39,55,Sat,6,86,12
"ラーメン二郎  仙台 店 開店前只今の並びは21人！11:18       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7eCozhfUG9"">pic.twitter.com/7eCozhfUG9",2016,3,22,11,19,12,Tue,2,82,12
"    仙台 店 10:59  4人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KavJFAAZvZ"">pic.twitter.com/KavJFAAZvZ",2016,3,22,11,0,12,Tue,2,82,12
"ラーメン二郎  仙台 店 只今の並びは25人17:20      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/y28D0JurkT"">pic.twitter.com/y28D0JurkT",2016,3,20,17,20,29,Sun,0,80,12
"    仙台 店  18:18  18人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/FEuwb8qncR"">pic.twitter.com/FEuwb8qncR",2016,3,17,18,19,13,Thu,4,77,11
"ラーメン二郎  仙台 店 只今の並びは25人！ 12:17       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Ou9DBiVRgu"">pic.twitter.com/Ou9DBiVRgu",2016,3,16,12,18,54,Wed,3,76,11
"    仙台 店 18:48 約25人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/u7StxAYLkx"">pic.twitter.com/u7StxAYLkx",2016,3,15,18,49,7,Tue,2,75,11
    1816 仙台  外待ち26名(・∀・),2016,3,15,18,17,37,Tue,2,75,11
    1255 仙台 店 車道待ち丁度30名(・∀・),2016,3,15,12,55,32,Tue,2,75,11
"ラーメン二郎  仙台 店 只今の並びは20人！      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qZuBdc8WSm"">pic.twitter.com/qZuBdc8WSm",2016,3,13,17,54,38,Sun,0,73,11
"    仙台 店 13:22 18人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/BFJJuo3Wam"">pic.twitter.com/BFJJuo3Wam",2016,3,13,13,24,22,Sun,0,73,11
    仙台 二郎、開店30分前、10人待ち。開店前は相変わらず緩めですな。,2016,3,13,11,0,52,Sun,0,73,11
"    仙台 店 25人程の並び13:05 ちょっと寒いっす!!  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yfRPkctF83"">pic.twitter.com/yfRPkctF83",2016,3,12,13,5,16,Sat,6,72,10
"@gourme7777      仙台 。次は札幌？  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yXlU3HcvGF"">pic.twitter.com/yXlU3HcvGF",2016,3,9,11,29,18,Wed,3,69,10
"    仙台 二郎 11時20分 31人待ちだぜ <img alt=""😎"" aria-label=""Emoji: サングラスをかけた顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""./  仙台 - Twitter検索_files/1f60e.png"" title=""サングラスをかけた顔""/>",2016,3,9,11,20,23,Wed,3,69,10
   今日は 仙台 に来ちゃいました…只今の並びは既に２０人こえております 風が冷たいー,2016,3,9,11,7,34,Wed,3,69,10
"    <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E4%BA%8C%E9%83%8E%E8%A1%8C%E5%88%97%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC?src=hash"">#二郎行列チェッカー   仙台 店 23人 待ち",2016,3,8,17,31,5,Tue,2,68,10
"ラーメン二郎  仙台 店 只今の並びは25人！11:48       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/wqEAaX68R3"">pic.twitter.com/wqEAaX68R3",2016,3,8,11,48,8,Tue,2,68,10
"    仙台 店 10:59 開店待ち7人  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KswLRVhxhj"">pic.twitter.com/KswLRVhxhj",2016,3,8,10,59,17,Tue,2,68,10
"ラーメン二郎  仙台 店 只今の並びは4人！かなり空いています！ 16:16      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qxdP4JJptj"">pic.twitter.com/qxdP4JJptj",2016,3,6,16,17,36,Sun,0,66,10
    仙台  1057 並び15人ほど。まだ駐車場入り口超えてない,2016,3,5,10,58,45,Sat,6,65,9
"ラーメン二郎  仙台 店 只今の並びは20人 12:20      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tJBdsAIElf"">pic.twitter.com/tJBdsAIElf",2016,3,2,12,20,51,Wed,3,62,9
"ラーメン二郎  仙台 店 只今の並びは15人！17:23      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ProartNBYn"">pic.twitter.com/ProartNBYn",2016,2,28,17,23,51,Sun,0,59,9
"<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3184504410"" dir=""ltr"" href=""https://twitter.com/sendaiten"">@sendaiten      とんぼ返りで 仙台 店さん！(@_@;;;",2016,2,26,17,50,19,Fri,5,57,8
"ラーメン二郎  仙台 店 只今の並びは15人！17:10       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/byLFIDbVqO"">pic.twitter.com/byLFIDbVqO",2016,2,26,17,11,20,Fri,5,57,8
    仙台 店  17:09 待ち11人,2016,2,26,17,8,55,Fri,5,57,8
"<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3285018186"" dir=""ltr"" href=""https://twitter.com/momozou941"">@momozou941       今日はチーム 仙台 の変態助平チワワ軍団で栃木遠征です！",2016,2,26,11,37,12,Fri,5,57,8
    仙台 店本日夜の部お休みです。メルマガより,2016,2,25,16,7,36,Thu,4,56,8
    仙台 店 1830 8人待ち〜♪,2016,2,24,18,30,44,Wed,3,55,8
"ラーメン二郎  仙台 店 只今の並びは約20人 12:23       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/38PyqSOgW9"">pic.twitter.com/38PyqSOgW9",2016,2,24,12,23,53,Wed,3,55,8
    仙台 店 24人＋鍋二郎なお客さん 1800,2016,2,23,18,1,20,Tue,2,54,8
"ラーメン二郎  仙台 店 只今の並びは約30人！17:19      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/VfnYC9dtmC"">pic.twitter.com/VfnYC9dtmC",2016,2,21,17,19,47,Sun,0,52,8
    仙台  昨日でカリカリ無くなってしまったので今日はカリカリできないっす,2016,2,21,15,18,47,Sun,0,52,8
    仙台 店 昨日カリカリ大盛況で本日カリカリは有りません。,2016,2,21,12,7,27,Sun,0,52,8
    仙台 店11:16 25人待ち 今日もカリカリしちゃう？,2016,2,21,11,17,12,Sun,0,52,8
    仙台 店17:30  待ち16人 本日ｶﾘｶﾘ君ありです,2016,2,20,17,31,10,Sat,6,51,7
"ラーメン二郎  仙台 店 只今の並びは約20人！この時間にしてはかなり空いています！12:48      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/n3AqmUdrRJ"">pic.twitter.com/n3AqmUdrRJ",2016,2,17,12,48,42,Wed,3,48,7
    仙台 店11:40 15人程の並び  以上、偵察隊より (｀･ω･´)ゞ,2016,2,17,11,43,56,Wed,3,48,7
"ラーメン二郎  仙台 店 只今の並びは10人です！日曜日にしてはかなり少ないです！13:18      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ZoSZ1yV9Gq"">pic.twitter.com/ZoSZ1yV9Gq",2016,2,14,13,18,34,Sun,0,45,7
"ラーメン二郎  仙台 店 只今の並びは20人！12:44       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/BLNd6M7snN"">pic.twitter.com/BLNd6M7snN",2016,2,14,12,45,53,Sun,0,45,7
"ラーメン二郎  仙台 店 只今の並びは約35人！18:42      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JwC4IKVurb"">pic.twitter.com/JwC4IKVurb",2016,2,11,18,42,45,Thu,4,42,6
"ラーメン二郎  仙台 店 只今の並びは35人！12:24       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tsofsW7o69"">pic.twitter.com/tsofsW7o69",2016,2,10,12,25,8,Wed,3,41,6
    仙台  45人待ち 12::00,2016,2,9,12,3,48,Tue,2,40,6
"ラーメン二郎  仙台 店 只今の並びは17人！16:56       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/gnHoqr25d3"">pic.twitter.com/gnHoqr25d3",2016,2,7,16,56,5,Sun,0,38,6
    仙台 店 16:58 25人位待ち,2016,2,6,16,58,47,Sat,6,37,5
"ラーメン二郎  仙台 店 只今の並びは20人！13:15       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Dw34TJaIlU"">pic.twitter.com/Dw34TJaIlU",2016,2,4,13,16,12,Thu,4,35,5
"ラーメン二郎  仙台 店 只今の並びは約30人！ 仙台 店 日曜日の営業は19時30分までです。間も無く食券が買えなくなります。 19:26       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KogxkaJlqG"">pic.twitter.com/KogxkaJlqG",2016,1,31,19,26,28,Sun,0,31,5
"ラーメン二郎  仙台 店 開店前 只今の並びは14人！今ならまだセカンドロットに入れます。16:55       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Vr60S8Oc15"">pic.twitter.com/Vr60S8Oc15",2016,1,30,16,55,58,Sat,6,30,4
    仙台 開店待ち20超,2016,1,29,17,4,37,Fri,5,29,4
"ラーメン二郎  仙台 店 只今の並びは5人！ 仙台 店 昼の部は14時30分まで、間も無く昼の部終了です。14:30        <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4HzONXaBM3"">pic.twitter.com/4HzONXaBM3",2016,1,29,14,33,35,Fri,5,29,4
    仙台 店 13:00 26人の並び,2016,1,28,13,6,16,Thu,4,28,4
    仙台  1954 約40人,2016,1,27,19,54,20,Wed,3,27,4
"ラーメン二郎  仙台 店 只今の並びは20人！12:16       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/47sz6mwc89"">pic.twitter.com/47sz6mwc89",2016,1,27,12,17,11,Wed,3,27,4
"ラーメン二郎  仙台 店 只今の並びは7人！メッチャ空いています！17:05      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/MSQqfqyFBi"">pic.twitter.com/MSQqfqyFBi",2016,1,24,17,5,30,Sun,0,24,4
"ラーメン二郎  仙台 店 只今の並びは31人！12:33       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/8sy435U5uI"">pic.twitter.com/8sy435U5uI",2016,1,20,12,33,8,Wed,3,20,3
    仙台 店 不動産屋 開店前1117,2016,1,17,11,18,1,Sun,0,17,3
    仙台 二郎信号付近,2016,1,16,19,1,35,Sat,6,16,2
    仙台  1653 開店待ち約20人,2016,1,16,16,54,2,Sat,6,16,2
    仙台 店約50人待ち 13:27,2016,1,16,13,27,31,Sat,6,16,2
    仙台 20人待ち。。18:03,2016,1,14,18,3,8,Thu,4,14,2
"ラーメン二郎  仙台 店 只今の並び約20人！12:11      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ILDHdOoZhz"">pic.twitter.com/ILDHdOoZhz",2016,1,14,12,11,48,Thu,4,14,2
    仙台 店 27人 1705,2016,1,13,17,6,2,Wed,3,13,2
    仙台 店 24人 1702,2016,1,12,17,3,0,Tue,2,12,2
